Constituency Name,Candidate surname,Candidate First Name,Result,Count Number,Non-Transferable,Occurred On Count,Required To Reach Quota,Required To Save Deposit,Transfers,Votes,Total Votes,Constituency Number,Candidate Id
Sligo Leitrim,Kenny,Martin,Elected,6,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,7,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,8,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,9,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,10,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,11,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,12,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,13,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,14,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,Kenny,Martin,Elected,15,1044,1,0,0,0,15035,12137,35,168
Sligo Leitrim,MacSharry,Marc,,1,0,0,5133,0,0,7004,7004,35,169
Sligo Leitrim,MacSharry,Marc,,2,0,0,4955,0,178,7004,7182,35,169
Sligo Leitrim,MacSharry,Marc,,3,0,0,4946,0,9,7004,7191,35,169
Sligo Leitrim,MacSharry,Marc,,4,0,0,4899,0,47,7004,7238,35,169
Sligo Leitrim,MacSharry,Marc,,5,0,0,4872,0,27,7004,7265,35,169
Sligo Leitrim,MacSharry,Marc,,6,0,0,4734,0,138,7004,7403,35,169
Sligo Leitrim,MacSharry,Marc,,7,0,0,4654,0,80,7004,7483,35,169
Sligo Leitrim,MacSharry,Marc,,8,0,0,4535,0,119,7004,7602,35,169
Sligo Leitrim,MacSharry,Marc,,9,0,0,4404,0,131,7004,7733,35,169
Sligo Leitrim,MacSharry,Marc,,10,0,0,4220,0,184,7004,7917,35,169
Sligo Leitrim,MacSharry,Marc,,11,0,0,4082,0,138,7004,8055,35,169
Sligo Leitrim,MacSharry,Marc,,12,0,0,2991,0,1091,7004,9146,35,169
Sligo Leitrim,MacSharry,Marc,,13,0,0,2837,0,154,7004,9300,35,169
Sligo Leitrim,MacSharry,Marc,,14,0,0,2246,0,591,7004,9891,35,169
Sligo Leitrim,MacSharry,Marc,Elected,15,0,15,1403,0,843,7004,10734,35,169
Sligo Leitrim,McCloskey,Anne,,1,0,0,11769,2667,0,368,368,35,170
Sligo Leitrim,McCloskey,Anne,,2,0,0,11729,2627,40,368,408,35,170
Sligo Leitrim,McCloskey,Anne,,3,0,0,11713,2611,16,368,424,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,4,0,4,0,2611,-424,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,5,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,6,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,7,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,8,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,9,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,10,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,11,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,12,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,13,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,14,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McCloskey,Anne,Excluded,15,0,4,0,2611,0,368,0,35,170
Sligo Leitrim,McWeeney,Paul,,1,0,0,11686,2584,0,451,451,35,171
Sligo Leitrim,McWeeney,Paul,,2,0,0,11638,2536,48,451,499,35,171
Sligo Leitrim,McWeeney,Paul,,3,0,0,11625,2523,13,451,512,35,171
Sligo Leitrim,McWeeney,Paul,,4,0,0,11584,2482,41,451,553,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,5,0,5,0,2482,-553,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,6,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,7,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,8,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,9,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,10,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,11,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,12,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,13,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,14,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,McWeeney,Paul,Excluded,15,0,5,0,2482,0,451,0,35,171
Sligo Leitrim,O'Boyle,Gino,,1,0,0,10391,1289,0,1746,1746,35,172
Sligo Leitrim,O'Boyle,Gino,,2,0,0,9754,652,637,1746,2383,35,172
Sligo Leitrim,O'Boyle,Gino,,3,0,0,9749,647,5,1746,2388,35,172
Sligo Leitrim,O'Boyle,Gino,,4,0,0,9725,623,24,1746,2412,35,172
Sligo Leitrim,O'Boyle,Gino,,5,0,0,9681,579,44,1746,2456,35,172
Sligo Leitrim,O'Boyle,Gino,,6,0,0,9650,548,31,1746,2487,35,172
Sligo Leitrim,O'Boyle,Gino,,7,0,0,9511,409,139,1746,2626,35,172
Sligo Leitrim,O'Boyle,Gino,,8,0,0,9469,367,42,1746,2668,35,172
Sligo Leitrim,O'Boyle,Gino,,9,0,0,9261,159,208,1746,2876,35,172
Sligo Leitrim,O'Boyle,Gino,,10,0,0,9161,59,100,1746,2976,35,172
Sligo Leitrim,O'Boyle,Gino,,11,0,0,8659,0,502,1746,3478,35,172
Sligo Leitrim,O'Boyle,Gino,,12,0,0,8622,0,37,1746,3515,35,172
Sligo Leitrim,O'Boyle,Gino,Excluded,13,0,13,0,0,-3515,1746,0,35,172
Sligo Leitrim,O'Boyle,Gino,Excluded,14,0,13,0,0,0,1746,0,35,172
Sligo Leitrim,O'Boyle,Gino,Excluded,15,0,13,0,0,0,1746,0,35,172
Sligo Leitrim,O'Donnell,Mary,,1,0,0,12091,2989,0,46,46,35,173
Sligo Leitrim,O'Donnell,Mary,,2,0,0,12082,2980,9,46,55,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,3,0,3,0,2980,-55,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,4,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,5,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,6,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,7,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,8,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,9,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,10,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,11,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,12,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,13,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,14,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Donnell,Mary,Excluded,15,0,3,0,2980,0,46,0,35,173
Sligo Leitrim,O'Dwyer,Oisin,,1,0,0,12062,2960,0,75,75,35,174
Sligo Leitrim,O'Dwyer,Oisin,,2,0,0,12051,2949,11,75,86,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,3,0,3,0,2949,-86,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,4,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,5,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,6,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,7,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,8,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,9,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,10,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,11,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,12,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,13,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,14,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Dwyer,Oisin,Excluded,15,0,3,0,2949,0,75,0,35,174
Sligo Leitrim,O'Hara,Bernie,,1,0,0,11487,2385,0,650,650,35,175
Sligo Leitrim,O'Hara,Bernie,,2,0,0,11438,2336,49,650,699,35,175
Sligo Leitrim,O'Hara,Bernie,,3,0,0,11425,2323,13,650,712,35,175
Sligo Leitrim,O'Hara,Bernie,,4,0,0,11338,2236,87,650,799,35,175
Sligo Leitrim,O'Hara,Bernie,,5,0,0,11278,2176,60,650,859,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,6,0,6,0,2176,-859,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,7,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,8,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,9,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,10,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,11,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,12,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,13,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,14,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,O'Hara,Bernie,Excluded,15,0,6,0,2176,0,650,0,35,175
Sligo Leitrim,Perry,John,,1,0,0,10770,1668,0,1367,1367,35,176
Sligo Leitrim,Perry,John,,2,0,0,10731,1629,39,1367,1406,35,176
Sligo Leitrim,Perry,John,,3,0,0,10731,1629,0,1367,1406,35,176
Sligo Leitrim,Perry,John,,4,0,0,10724,1622,7,1367,1413,35,176
Sligo Leitrim,Perry,John,,5,0,0,10709,1607,15,1367,1428,35,176
Sligo Leitrim,Perry,John,,6,0,0,10684,1582,25,1367,1453,35,176
Sligo Leitrim,Perry,John,,7,0,0,10673,1571,11,1367,1464,35,176
Sligo Leitrim,Perry,John,Excluded,8,0,8,0,1571,-1464,1367,0,35,176
Sligo Leitrim,Perry,John,Excluded,9,0,8,0,1571,0,1367,0,35,176
Sligo Leitrim,Perry,John,Excluded,10,0,8,0,1571,0,1367,0,35,176
Sligo Leitrim,Perry,John,Excluded,11,0,8,0,1571,0,1367,0,35,176
Sligo Leitrim,Perry,John,Excluded,12,0,8,0,1571,0,1367,0,35,176
Sligo Leitrim,Perry,John,Excluded,13,0,8,0,1571,0,1367,0,35,176
Sligo Leitrim,Perry,John,Excluded,14,0,8,0,1571,0,1367,0,35,176
Sligo Leitrim,Perry,John,Excluded,15,0,8,0,1571,0,1367,0,35,176
Sligo Leitrim,Scanlon,Eamon,,1,0,0,5891,0,0,6246,6246,35,177
Sligo Leitrim,Scanlon,Eamon,,2,0,0,5782,0,109,6246,6355,35,177
Sligo Leitrim,Scanlon,Eamon,,3,0,0,5780,0,2,6246,6357,35,177
Sligo Leitrim,Scanlon,Eamon,,4,0,0,5767,0,13,6246,6370,35,177
Sligo Leitrim,Scanlon,Eamon,,5,0,0,5750,0,17,6246,6387,35,177
Sligo Leitrim,Scanlon,Eamon,,6,0,0,5703,0,47,6246,6434,35,177
Sligo Leitrim,Scanlon,Eamon,,7,0,0,5676,0,27,6246,6461,35,177
Sligo Leitrim,Scanlon,Eamon,,8,0,0,5278,0,398,6246,6859,35,177
Sligo Leitrim,Scanlon,Eamon,,9,0,0,4951,0,327,6246,7186,35,177
Sligo Leitrim,Scanlon,Eamon,,10,0,0,4852,0,99,6246,7285,35,177
Sligo Leitrim,Scanlon,Eamon,,11,0,0,4766,0,86,6246,7371,35,177
Sligo Leitrim,Scanlon,Eamon,,12,0,0,4044,0,722,6246,8093,35,177
Sligo Leitrim,Scanlon,Eamon,,13,0,0,3944,0,100,6246,8193,35,177
Sligo Leitrim,Scanlon,Eamon,,14,0,0,3728,0,216,6246,8409,35,177
Sligo Leitrim,Scanlon,Eamon,,15,0,15,2821,0,907,6246,9316,35,177
Sligo Leitrim,Walsh,Thomas,,1,0,0,7377,0,0,4760,4760,35,178
Sligo Leitrim,Walsh,Thomas,,2,0,0,7328,0,49,4760,4809,35,178
Sligo Leitrim,Walsh,Thomas,,3,0,0,7326,0,2,4760,4811,35,178
Sligo Leitrim,Walsh,Thomas,,4,0,0,7319,0,7,4760,4818,35,178
Sligo Leitrim,Walsh,Thomas,,5,0,0,7311,0,8,4760,4826,35,178
Sligo Leitrim,Walsh,Thomas,,6,0,0,7281,0,30,4760,4856,35,178
Sligo Leitrim,Walsh,Thomas,,7,0,0,7221,0,60,4760,4916,35,178
Sligo Leitrim,Walsh,Thomas,,8,0,0,6919,0,302,4760,5218,35,178
Sligo Leitrim,Walsh,Thomas,,9,0,0,6795,0,124,4760,5342,35,178
Sligo Leitrim,Walsh,Thomas,,10,0,0,6725,0,70,4760,5412,35,178
Sligo Leitrim,Walsh,Thomas,,11,0,0,6550,0,175,4760,5587,35,178
Sligo Leitrim,Walsh,Thomas,,12,0,0,6488,0,62,4760,5649,35,178
Sligo Leitrim,Walsh,Thomas,,13,0,0,6404,0,84,4760,5733,35,178
Sligo Leitrim,Walsh,Thomas,,14,0,0,6162,0,242,4760,5975,35,178
Sligo Leitrim,Walsh,Thomas,Excluded,15,0,15,0,0,-5975,4760,0,35,178
Sligo Leitrim,Wynne,Sean,,1,0,0,10827,1725,0,1310,1310,35,179
Sligo Leitrim,Wynne,Sean,,2,0,0,10680,1578,147,1310,1457,35,179
Sligo Leitrim,Wynne,Sean,,3,0,0,10665,1563,15,1310,1472,35,179
Sligo Leitrim,Wynne,Sean,,4,0,0,10620,1518,45,1310,1517,35,179
Sligo Leitrim,Wynne,Sean,,5,0,0,10539,1437,81,1310,1598,35,179
Sligo Leitrim,Wynne,Sean,,6,0,0,10317,1215,222,1310,1820,35,179
Sligo Leitrim,Wynne,Sean,,7,0,0,10301,1199,16,1310,1836,35,179
Sligo Leitrim,Wynne,Sean,,8,0,0,10273,1171,28,1310,1864,35,179
Sligo Leitrim,Wynne,Sean,,9,0,0,10152,1050,121,1310,1985,35,179
Sligo Leitrim,Wynne,Sean,Excluded,10,0,10,0,1050,-1985,1310,0,35,179
Sligo Leitrim,Wynne,Sean,Excluded,11,0,10,0,1050,0,1310,0,35,179
Sligo Leitrim,Wynne,Sean,Excluded,12,0,10,0,1050,0,1310,0,35,179
Sligo Leitrim,Wynne,Sean,Excluded,13,0,10,0,1050,0,1310,0,35,179
Sligo Leitrim,Wynne,Sean,Excluded,14,0,10,0,1050,0,1310,0,35,179
Sligo Leitrim,Wynne,Sean,Excluded,15,0,10,0,1050,0,1310,0,35,179
Tipperary,AHEARN,GARRET,,1,0,0,7426,0,0,6206,6206,36,184
Tipperary,AHEARN,GARRET,,2,0,0,7359,0,67,6206,6273,36,184
Tipperary,AHEARN,GARRET,,3,0,0,7305,0,54,6206,6327,36,184
Tipperary,AHEARN,GARRET,,4,0,0,7079,0,226,6206,6553,36,184
Tipperary,AHEARN,GARRET,,5,0,0,6795,0,284,6206,6837,36,184
Tipperary,AHEARN,GARRET,,6,0,0,6598,0,197,6206,7034,36,184
Tipperary,AHEARN,GARRET,,7,0,0,3006,0,3592,6206,10626,36,184
Tipperary,AHEARN,GARRET,,8,0,0,2546,0,460,6206,11086,36,184
Tipperary,AHEARN,GARRET,,9,0,9,2133,0,413,6206,11499,36,184
Tipperary,BROWNE,MARTIN,,1,0,0,3628,0,0,10004,10004,36,185
Tipperary,BROWNE,MARTIN,,2,0,0,3506,0,122,10004,10126,36,185
Tipperary,BROWNE,MARTIN,,3,0,0,3328,0,178,10004,10304,36,185
Tipperary,BROWNE,MARTIN,,4,0,0,2798,0,530,10004,10834,36,185
Tipperary,BROWNE,MARTIN,,5,0,0,2425,0,373,10004,11207,36,185
Tipperary,BROWNE,MARTIN,,6,0,0,1827,0,598,10004,11805,36,185
Tipperary,BROWNE,MARTIN,,7,0,0,1668,0,159,10004,11964,36,185
Tipperary,BROWNE,MARTIN,Elected,8,0,8,0,0,2082,10004,14046,36,185
Tipperary,BROWNE,MARTIN,Elected,9,0,8,0,0,0,10004,14046,36,185
Tipperary,CAHILL,Dolores,,1,0,0,13111,2888,0,521,521,36,186
Tipperary,CAHILL,JACKIE,,1,0,0,5692,0,0,7940,7940,36,187
Tipperary,CAHILL,Dolores,,2,0,0,13105,2882,6,521,527,36,186
Tipperary,CAHILL,JACKIE,,2,0,0,5461,0,231,7940,8171,36,187
Tipperary,CAHILL,Dolores,Excluded,3,0,3,0,2882,-527,521,0,36,186
Tipperary,CAHILL,JACKIE,,3,0,0,4684,0,777,7940,8948,36,187
Tipperary,CAHILL,Dolores,Excluded,4,0,3,0,2882,0,521,0,36,186
Tipperary,CAHILL,JACKIE,,4,0,0,4518,0,166,7940,9114,36,187
Tipperary,CAHILL,Dolores,Excluded,5,0,3,0,2882,0,521,0,36,186
Tipperary,CAHILL,JACKIE,,5,0,0,2823,0,1695,7940,10809,36,187
Tipperary,CAHILL,Dolores,Excluded,6,0,3,0,2882,0,521,0,36,186
Tipperary,CAHILL,JACKIE,,6,0,0,1948,0,875,7940,11684,36,187
Tipperary,CAHILL,Dolores,Excluded,7,0,3,0,2882,0,521,0,36,186
Tipperary,CAHILL,JACKIE,,7,0,0,1514,0,434,7940,12118,36,187
Tipperary,CAHILL,Dolores,Excluded,8,0,3,0,2882,0,521,0,36,186
Tipperary,CAHILL,JACKIE,,8,0,0,1097,0,417,7940,12535,36,187
Tipperary,CAHILL,JACKIE,Elected,9,0,9,693,0,404,7940,12939,36,187
Tipperary,CAHILL,Dolores,Excluded,9,0,3,0,2882,0,521,0,36,186
Tipperary,FARRELL,SANDRA,,1,0,0,11399,1176,0,2233,2233,36,188
Tipperary,FARRELL,SANDRA,,2,0,0,11357,1134,42,2233,2275,36,188
Tipperary,FARRELL,SANDRA,Excluded,3,0,3,0,1134,-2275,2233,0,36,188
Tipperary,FARRELL,SANDRA,Excluded,4,0,3,0,1134,0,2233,0,36,188
Tipperary,FARRELL,SANDRA,Excluded,5,0,3,0,1134,0,2233,0,36,188
Tipperary,FARRELL,SANDRA,Excluded,6,0,3,0,1134,0,2233,0,36,188
Tipperary,FARRELL,SANDRA,Excluded,7,0,3,0,1134,0,2233,0,36,188
Tipperary,FARRELL,SANDRA,Excluded,8,0,3,0,1134,0,2233,0,36,188
Tipperary,FARRELL,SANDRA,Excluded,9,0,3,0,1134,0,2233,0,36,188
Tipperary,GOLDSBORO,IMELDA,,1,0,0,9550,0,0,4082,4082,36,189
Tipperary,GOLDSBORO,IMELDA,,2,0,0,9493,0,57,4082,4139,36,189
Tipperary,GOLDSBORO,IMELDA,,3,0,0,9001,0,492,4082,4631,36,189
Tipperary,GOLDSBORO,IMELDA,,4,0,0,8883,0,118,4082,4749,36,189
Tipperary,GOLDSBORO,IMELDA,Excluded,5,0,5,0,0,-4749,4082,0,36,189
Tipperary,GOLDSBORO,IMELDA,Excluded,6,0,5,0,0,0,4082,0,36,189
Tipperary,GOLDSBORO,IMELDA,Excluded,7,0,5,0,0,0,4082,0,36,189
Tipperary,GOLDSBORO,IMELDA,Excluded,8,0,5,0,0,0,4082,0,36,189
Tipperary,GOLDSBORO,IMELDA,Excluded,9,0,5,0,0,0,4082,0,36,189
Tipperary,HANNIIGAN,JOE,,1,0,0,8917,0,0,4715,4715,36,190
Tipperary,HANNIIGAN,JOE,,2,0,0,8806,0,111,4715,4826,36,190
Tipperary,HANNIIGAN,JOE,,3,0,0,8499,0,307,4715,5133,36,190
Tipperary,HANNIIGAN,JOE,,4,0,0,8319,0,180,4715,5313,36,190
Tipperary,HANNIIGAN,JOE,,5,0,0,8171,0,148,4715,5461,36,190
Tipperary,HANNIIGAN,JOE,Excluded,6,0,6,0,0,-5461,4715,0,36,190
Tipperary,HANNIIGAN,JOE,Excluded,7,0,6,0,0,0,4715,0,36,190
Tipperary,HANNIIGAN,JOE,Excluded,8,0,6,0,0,0,4715,0,36,190
Tipperary,HANNIIGAN,JOE,Excluded,9,0,6,0,0,0,4715,0,36,190
Tipperary,HEALY,SEAMUS,,1,0,0,7803,0,0,5829,5829,36,191
Tipperary,HEALY,SEAMUS,,2,0,0,7766,0,37,5829,5866,36,191
Tipperary,HEALY,SEAMUS,,3,0,0,7682,0,84,5829,5950,36,191
Tipperary,HEALY,SEAMUS,,4,0,0,7326,0,356,5829,6306,36,191
Tipperary,HEALY,SEAMUS,,5,0,0,6976,0,350,5829,6656,36,191
Tipperary,HEALY,SEAMUS,,6,0,0,6696,0,280,5829,6936,36,191
Tipperary,HEALY,SEAMUS,,7,0,0,6574,0,122,5829,7058,36,191
Tipperary,HEALY,SEAMUS,Excluded,8,0,8,0,0,-7058,5829,0,36,191
Tipperary,HEALY,SEAMUS,Excluded,9,0,8,0,0,0,5829,0,36,191
Tipperary,KELLY,ALAN,,1,0,0,5775,0,0,7857,7857,36,192
Tipperary,KELLY,ALAN,,2,0,0,5653,0,122,7857,7979,36,192
Tipperary,KELLY,ALAN,,3,0,0,5187,0,466,7857,8445,36,192
Tipperary,KELLY,ALAN,,4,0,0,4350,0,837,7857,9282,36,192
Tipperary,KELLY,ALAN,,5,0,0,4014,0,336,7857,9618,36,192
Tipperary,KELLY,ALAN,,6,0,0,2242,0,1772,7857,11390,36,192
Tipperary,KELLY,ALAN,,7,0,0,1497,0,745,7857,12135,36,192
Tipperary,KELLY,ALAN,,8,0,0,859,0,638,7857,12773,36,192
Tipperary,KELLY,ALAN,Elected,9,0,9,410,0,449,7857,13222,36,192
Tipperary,LOWRY,MICHAEL,Elected,1,0,1,0,0,0,14802,14802,36,193
Tipperary,LOWRY,MICHAEL,Elected,2,535,1,0,0,-1170,14802,13632,36,193
Tipperary,LOWRY,MICHAEL,Elected,3,535,1,0,0,0,14802,13632,36,193
Tipperary,LOWRY,MICHAEL,Elected,4,535,1,0,0,0,14802,13632,36,193
Tipperary,LOWRY,MICHAEL,Elected,5,535,1,0,0,0,14802,13632,36,193
Tipperary,LOWRY,MICHAEL,Elected,6,535,1,0,0,0,14802,13632,36,193
Tipperary,LOWRY,MICHAEL,Elected,7,535,1,0,0,0,14802,13632,36,193
Tipperary,LOWRY,MICHAEL,Elected,8,535,1,0,0,0,14802,13632,36,193
Tipperary,LOWRY,MICHAEL,Elected,9,535,1,0,0,0,14802,13632,36,193
Tipperary,MCGRATH,MATTIE,,1,0,0,4311,0,0,9321,9321,36,194
Tipperary,MCGRATH,MATTIE,,2,0,0,4099,0,212,9321,9533,36,194
Tipperary,MCGRATH,MATTIE,,3,0,0,3817,0,282,9321,9815,36,194
Tipperary,MCGRATH,MATTIE,,4,0,0,3480,0,337,9321,10152,36,194
Tipperary,MCGRATH,MATTIE,,5,0,0,2485,0,995,9321,11147,36,194
Tipperary,MCGRATH,MATTIE,,6,0,0,1905,0,580,9321,11727,36,194
Tipperary,MCGRATH,MATTIE,,7,0,0,1154,0,751,9321,12478,36,194
Tipperary,MCGRATH,MATTIE,Elected,8,0,8,0,0,2649,9321,15127,36,194
Tipperary,MCGRATH,MATTIE,Elected,9,1383,8,0,0,-1495,9321,13632,36,194
Tipperary,"NEWMAN JULIAN,",MARY,,1,0,0,8706,0,0,4926,4926,36,195
Tipperary,"NEWMAN JULIAN,",MARY,,2,0,0,8578,0,128,4926,5054,36,195
Tipperary,"NEWMAN JULIAN,",MARY,,3,0,0,8483,0,95,4926,5149,36,195
Tipperary,"NEWMAN JULIAN,",MARY,,4,0,0,8114,0,369,4926,5518,36,195
Tipperary,"NEWMAN JULIAN,",MARY,,5,0,0,7902,0,212,4926,5730,36,195
Tipperary,"NEWMAN JULIAN,",MARY,,6,0,0,7426,0,476,4926,6206,36,195
Tipperary,"NEWMAN JULIAN,",MARY,Excluded,7,0,7,0,0,-6206,4926,0,36,195
Tipperary,"NEWMAN JULIAN,",MARY,Excluded,8,0,7,0,0,0,4926,0,36,195
Tipperary,"NEWMAN JULIAN,",MARY,Excluded,9,0,7,0,0,0,4926,0,36,195
Tipperary,O'DONNELL,ROB,,1,0,0,10462,239,0,3170,3170,36,196
Tipperary,O'DONNELL,ROB,,2,0,0,10431,208,31,3170,3201,36,196
Tipperary,O'DONNELL,ROB,,3,0,0,10317,94,114,3170,3315,36,196
Tipperary,O'DONNELL,ROB,Excluded,4,0,4,0,94,-3315,3170,0,36,196
Tipperary,O'DONNELL,ROB,Excluded,5,0,4,0,94,0,3170,0,36,196
Tipperary,O'DONNELL,ROB,Excluded,6,0,4,0,94,0,3170,0,36,196
Tipperary,O'DONNELL,ROB,Excluded,7,0,4,0,94,0,3170,0,36,196
Tipperary,O'DONNELL,ROB,Excluded,8,0,4,0,94,0,3170,0,36,196
Tipperary,O'DONNELL,ROB,Excluded,9,0,4,0,94,0,3170,0,36,196
Tipperary,SKEHAN,MARESE,,1,0,0,13450,3227,0,182,182,36,197
Tipperary,SKEHAN,MARESE,,2,0,0,13446,3223,4,182,186,36,197
Tipperary,SKEHAN,MARESE,Excluded,3,0,3,0,3223,-186,182,0,36,197
Tipperary,SKEHAN,MARESE,Excluded,4,0,3,0,3223,0,182,0,36,197
Tipperary,SKEHAN,MARESE,Excluded,5,0,3,0,3223,0,182,0,36,197
Tipperary,SKEHAN,MARESE,Excluded,6,0,3,0,3223,0,182,0,36,197
Tipperary,SKEHAN,MARESE,Excluded,7,0,3,0,3223,0,182,0,36,197
Tipperary,SKEHAN,MARESE,Excluded,8,0,3,0,3223,0,182,0,36,197
Tipperary,SKEHAN,MARESE,Excluded,9,0,3,0,3223,0,182,0,36,197
Waterford,BUTLER,MARY,,1,0,0,4108,0,0,6644,6644,38,161
Waterford,BUTLER,MARY,,2,0,0,3446,0,662,6644,7306,38,161
Waterford,BUTLER,MARY,,3,0,0,3032,0,414,6644,7720,38,161
Waterford,BUTLER,MARY,,4,0,0,1813,0,1219,6644,8939,38,161
Waterford,BUTLER,MARY,,5,0,0,885,0,928,6644,9867,38,161
Waterford,BUTLER,MARY,,6,0,0,724,0,161,6644,10028,38,161
Waterford,BUTLER,MARY,Elected,7,0,7,0,0,1205,6644,11233,38,161
Waterford,CLEARY,DR RONAN,,1,0,0,9703,1640,0,1049,1049,38,163
Waterford,CLEARY,DR RONAN,,2,0,0,9326,1263,377,1049,1426,38,163
Waterford,CLEARY,DR RONAN,Excluded,3,0,3,0,1263,-1426,1049,0,38,163
Waterford,CLEARY,DR RONAN,Excluded,4,0,3,0,1263,0,1049,0,38,163
